,Y,X
0,-0.707633688607569,-0.7057317381542656
1,-0.8185647793009423,-0.17096022661123644
2,0.6970948979257752,0.7170189117127514
3,0.674458697260634,0.6759807546599639
4,-0.7557803353688372,-0.25436196030291347
5,0.7662574596057433,0.8308566576980494
6,0.6139046267088113,0.4833129081546741
7,0.9288736232999957,0.1035449021940178
8,0.5594934812915998,0.6442463585968836
9,-0.9012775701892471,-0.9773572569863274
10,0.7315754760011489,0.3247788783860299
11,0.8282923976885029,0.9283262005576056
12,0.6200527102633107,0.8161572441939282
13,-0.7656711011126734,-0.8132442468153156
14,-0.5741201113173235,-0.5205039494676549
15,0.9179652851022243,0.06133947390755101
16,-0.6792642051241816,-0.30681685631932076
17,0.9741203210632513,0.07048924050215222
18,-0.7388918918879022,-0.7528004095754608
19,0.6617852686185679,0.7699436955726622
20,0.6170587673081973,0.3757682256094652
21,-0.8176634927325672,-0.9229651331237276
22,0.6627855729043088,0.27594174845955344
23,-0.62711406232469,-0.7114934977389424
24,0.6700009837377991,0.7393907533500743
25,0.6831517448525832,0.7090646506104661
26,-0.813576662200909,-0.8940294638737005
27,-0.6593461969317538,-0.6893129155039743
28,0.7244668284463248,0.3008839693127259
29,0.7889277448961196,0.22626206631430734
30,-0.637055273245702,-0.6575507543441055
31,-0.9577033263509971,-0.9434578013952983
32,-0.8314496657164182,-0.9102447974875343
33,0.9125598503705942,0.9183155301265742
34,0.8429885254691643,0.06749327580843523
35,0.7780149753885,0.20787833789211763
36,0.7367338237398555,0.25757428021617
37,-0.6860349824212708,-0.8024303731679703
38,0.6874808623427031,0.5004668137143891
39,0.8311413707112444,0.8944148208332121
40,0.9480788091175152,0.0704097388904239
41,0.750788852770391,0.31786270694089436
42,-0.7682980364107489,-0.8113971229482622
43,-0.6312565394164216,-0.4669356967268319
44,0.6179807634920835,0.5211080775155148
45,0.7465273392883116,0.41082554276963945
46,0.5844484609077006,0.646990687348987
47,-0.5761095886153025,-0.5113932827106786
48,-0.7420202131116383,-0.26901606256248733
49,-0.8648584261009536,-0.13531890222729515
50,0.900168367957799,0.9591440927257511
51,-0.8439060310946578,-0.125251888006098
52,-0.878206301339176,-0.9224708939044646
53,-0.8552574494157039,-0.8508688489470859
54,-0.5609585875031972,-0.5179255600716044
55,0.7549322158321456,0.782044437575101
56,-0.8281566995673454,-0.8433819520293919
57,0.6173076548931845,0.6927332688937815
58,0.6206402220195293,0.7607999120133484
59,0.7705334120292127,0.2897164931797094
60,0.8857598146793346,0.12790241711149042
61,-0.7318697392714324,-0.7203793683320261
62,0.6212725501146195,0.48421528485886367
63,-0.9217104414238736,-0.9264284129692013
64,0.8554596867848786,0.019582080881841435
65,0.9568729412252234,0.049684200575903725
66,0.7107648833769291,0.3067471905227981
67,-1.14360128461468,-0.01337019020337693
68,0.6104584830142855,0.49777014831374733
69,0.9769280778670075,0.04939992825817652
70,0.5852971693545133,0.5307867241317288
71,-0.6986661391701864,-0.47989995563929577
72,-0.6768685047676886,-0.4481138518015091
73,-0.6283766136057065,-0.6923110384858013
74,0.661050014417874,0.6751936027284067
75,0.7903831265981672,0.9206920340372815
76,-0.8749291300093617,-0.16069216388550123
77,0.6333867652856063,0.6673234377170854
78,0.7713963184511217,0.22914938317454037
79,0.8536455976606155,0.15309223822948148
80,0.5388434422380538,0.5201125570982841
81,-0.6538929658591962,-0.7093255507760088
82,-0.7999224411109589,-0.2902651327150909
83,-0.8965123594566912,-0.9741604389864944
84,-0.5411702271092698,-0.4610370831625088
85,-0.856687578533604,-0.16109818028774536
86,0.7495911436068796,0.21591200848260184
87,0.6554171264994132,0.3329351181110256
88,-0.5676910250747993,-0.32076211402738464
89,-0.7394186263356874,-0.8448339025272318
90,-0.9596270778729722,-0.05466438691800146
91,0.6015172899907243,0.41574090242966966
92,0.6898865140737822,0.4291583534269361
93,0.6740609230975773,0.35928758227965085
94,-0.9177166044523831,-0.05996754842020713
95,0.7559385089418014,0.8275230554372197
96,-0.7862778183188937,-0.19613929923555706
97,-0.7516330584618562,-0.8466476387647439
98,0.6599087976741164,0.43249896552572875
99,-0.6115421473427342,-0.4900374225710331
100,0.6651214431464496,0.3554228193479234
101,-0.9195354749453775,-0.9770864193050628
102,-0.590750851542337,-0.44037418938917794
103,0.9313205336692919,0.10764578373610867
104,0.5645535465296133,0.6647829717249347
105,0.7452581318175228,0.25817203257889765
106,-0.636288791500244,-0.5148908848229699
107,-0.7069536123913139,-0.8395126506678836
108,-0.6812038221623058,-0.27960072893639265
109,0.5640800294405772,0.6128153506974094
110,-0.9478513396369408,-0.970177377255075
111,0.6536038076998136,0.3816119315566757
112,0.5998601314736873,0.7208583737336856
113,0.8350999318680329,0.23828402747445954
114,-0.6918356902908473,-0.6914206330699864
115,0.8314436705898147,0.9090035350614998
116,0.6398415150348656,0.3967096523534024
117,-0.8030224343145905,-0.8865207682498124
118,-0.6810985246816368,-0.3761931663779279
119,0.885219092250696,0.9139864030508782
120,0.9840887330125133,0.03774254462457005
121,0.660377913389952,0.7903863807052731
122,0.5859795461838909,0.6062577861947318
123,0.5141817407127649,0.6680430384602352
124,-0.7612521144262963,-0.17273496003557565
125,0.768983527512388,0.3051506371202195
126,0.8100862083981633,0.1901868692376194
127,-0.8377948980028598,-0.9106226241675519
128,-0.6115075798885907,-0.5411646667206198
129,0.7045061919227673,0.4833620645309744
130,-0.8952360924270284,-0.08305682151392113
131,-0.6863511019774295,-0.3039110666930025
132,0.8527306097864182,0.17296118315647813
133,0.678041263532808,0.44454003872264947
134,-0.6186352537770633,-0.5274858185088491
135,0.9223731964439448,0.9854579802635108
136,0.6323188941433608,0.5808671565725074
137,-0.8517263093957823,-0.06255754134422475
138,0.7456778590769289,0.1742605942539015
139,0.6194500027647691,0.3859502244543713
140,-0.8359210368683805,-0.12046721681517236
141,-0.7330745341323014,-0.2541325789612521
